Q7411541,"Samuel Griffith","American politician"
Q7411824,"Samuel Jagger","Welsh cricketer (1904-1964)"
Q7412071,"Samuel M. Jones","Mayor of Toledo, Ohio, 1897&ndash;1904"
Q7412373,"Samuel Pearse","Australian recipient of the Victoria Cross"
Q7412628,"Samuel Silkin, Baron Silkin of Dulwich","British politician (1918-1988)"
Q7412772,"Samuel Evans","British politician"
Q741437,"Alfred Edwards","first archbishop of the Church in Wales"
Q7417378,"Sandy Mewies","British politician"
Q7417391,"Sandy Orford","British rugby league player"
Q7421643,"Sara Gregory","British actress"
Q7421653,"Sara Head","British table tennis player"
Q7422270,"Sarah Edith Wynne","Welsh operatic soprano"
Q7422514,"Sarah Lark","British actress"
Q7436380,"Scott Gammer","British boxer"
Q7441234,"Sean McGoldrick","British boxer"
Q74563,"Erasmus Gower","Royal Navy admiral (1742-1814)"
Q7459191,"Seymour J. Farmer","Canadian politician"
Q7459474,"Seán Burke","Irish literary theorist and novelist"
Q746440,"Saint Wethenoc","Welsh saint"
Q747672,"Mark Titley","rugby player"
Q7490161,"Sharon Morgan","Welsh stage and screen actor and writer"
Q7490820,"Shaun Connor","Welsh rugby union player"
Q7493819,"Shelley Rees","Welsh actress"
Q749612,"Julian Lewis","British politician (born 1951)"
Q750381,"Susan Elan Jones","Welsh politician and MP (born 1968)"
Q7506792,"Sian Lloyd","Welsh television news presenter"
Q7506799,"Sian Reese-Williams","Welsh actress"
Q7509163,"Sidney Jerram","Welsh rugby union and rugby league footballer"
Q7509422,"Sidney Wilcox","Welsh cricketer (1893-1973)"
Q7515728,"Silvanus Bevan","Welsh apothecary"
Q7517201,"Silyn Roberts",poet
Q7518821,"Simon Gardiner","Welsh rugby union player"
Q7519069,"Simon Jones","English cricketer (born 1978)"
Q7519203,"Simon Lewis","British writer"
Q7519575,"Simon Price","music critic"
Q7525296,"Siobhan Flynn","British actress"
Q7525303,"Siobhan Owen","Australian singer and harpist"
Q7525362,"Sion Morris",cricketer
Q7526707,"Sir Francis Geary, 1st Baronet","Welsh Officer of the British Royal Navy (1709-1796)"
Q7527969,"John Nicholl","British politician"
Q7528143,"Sir John Williams, 1st Baronet, of the City of London","Welsh baronet, physician and principal founder of the National Library of Wales"
Q7529259,"Sir Thomas Salusbury, 2nd Baronet","Welsh poet, politician and soldier"
Q7529420,"Sir Watkin Williams-Wynn, 3rd Baronet","Welsh politician and prominent Jacobite"
Q7529423,"Sir Watkin Williams-Wynn, 11th Baronet","English baronet"
Q7529427,"Sir Watkin Williams-Wynn, 9th Baronet","Welsh Lord Lieutenant, baronet, and landowner"
Q7529825,"Sir William Williams, 1st Baronet, of Gray's Inn","Welsh politician"
Q7530227,"Siri Neal","British actress"
Q7533474,"Siân Lloyd","Welsh television presenter and meteorologist"
Q7533490,"Siôn Cent","Welsh poet (c.1400)"
Q75442343,"Elaine Bathurst, Lady Bledisloe",stateswoman
Q7563068,"Sophie Stanton","British actress"
Q7576224,"Spencer Wilding","Welsh stunt actor"
Q7596554,"Staff Jones","Welsh rugby union footballer"
Q7597821,"Stan Owen","Welsh rugby union and rugby league footballer"
Q7597900,"Stan Stennett","Welsh musician and comedian"
Q7599810,"Stanley Mountain","Welsh rugby union and rugby league footballer"
Q7599882,"Stanley Powell","Welsh rugby union and rugby league footballer"
Q7600051,"Stanley Winmill","Welsh rugby player"
Q7606146,"Stefan Jenkins","Welsh cricketer"
Q7606231,"Stefan Pejic","Welsh actor"
Q7606597,"Steffan Jones","Welsh rugby union player"
Q7606598,"Steffan Jones","Welsh cricketer"
Q7606601,"Steffan Rhodri","British actor"
Q7608097,"Steph Davies",cricketer
Q7608105,"Steph Reynolds","rugby player"
Q7609085,"Stephen Doughty","Welsh politician and MP (born 1980)"
Q7609157,"Stephen Evans","British actor"
Q7609929,"Stephen Maybery","British writer"
Q7611798,"Steve Andrews","British singer"
Q7611877,"Steve Barry","British race walker"
Q7611884,"Steve Barwick",cricketer
Q7611899,"Steve Bayliss","Welsh rugby union and rugby league footballer"
Q7612324,"Steve Curtis","Welsh bantamweight boxer"
Q7613555,"Steve Parry","Welsh rugby league footballer"
Q7613700,"Steve Ray","Welsh rugby league footballer"
Q7613774,"Steve Robinson","British boxer"
Q7613936,"Steve Sims","British boxer"
Q7614093,"Steve Tandy","Welsh rugby union footballer and coach"
Q7614247,"Steve Watkin","Welsh born, English Test and County cricketer"
Q7614316,"Steve Williams","keyboardist for Power Quest and former member of DragonForce"
Q7615049,"Steven Meo","British actor"
Q7615264,"Steven Shingler","Welsh rugby union player"
Q7615593,"Stevie Lyle","British ice hockey player"
Q761573,"Catherine Fisher","Welsh children's writer"
Q7620234,"Stormie Mills","Australian street artist"
Q7626453,"Stuart Davies","Wales international rugby union player"
Q7626565,"Stuart Gallacher","Welsh rugby union and rugby league footballer"
Q7626948,"Stuart Phelps","Welsh cricketer (born 1975)"
Q76281184,"Gollwyn ap Tangno","11th-century Welsh lord"
Q7634158,"Sue Jones","Australian actress"
Q7636261,Sulien,"Bishop of St David's"
Q76439584,"James James","Welsh minister and poet"
Q76449783,"Michael T. Ridout","school inspector"
Q76449843,"Stephanie James","school inspector"
Q7650929,"Suzanne Packer","Welsh actress"
Q7651414,"Suzy Davies","Welsh politician"
Q7655213,"Sweet Baboo","Welsh musician"
Q7659507,"Sybil Christopher","Welsh actress"
Q7659509,"Sybil Connolly","Irish fashion designer"
Q7659740,"Syd Worgan","Welsh boxer"
Q7660223,"Sydney Williams","Welsh rugby union and rugby league footballer"
Q7660931,"Sylvia Heal","Welsh politician (born 1942)"
Q76611443,"Trevor Guy",
Q76611569,"Tim Boyce","school inspector"
Q76611723,"Terry Lynn Williams","school inspector"
Q76611822,"Terence Andrew O'Marah","school inspector"
Q76612003,"Sylvia Clough","school inspector"
Q76612135,"Stephen James Dennett","school inspector"
Q76612498,"Sheelagh Margaret Barnes","school inspector"
Q76612752,"Sarah Jane Morgan","school inspector"
Q76613035,"S M Barnes","school inspector"
Q76613341,"Roger Thomas","school inspector"
Q76613467,"Rhiannon Harris","school inspector"
Q76613834,"Prydwen Elfed-Owens","author and school inspector"
Q76614038,"R. A. Isaac","school inspector"
Q76614431,"Peter Treadwell","Dean of Academic Development  and school inspector"
Q76614673,"Peter Harris","school inspector"
Q76615306,"N. A. Pett","school inspector"
Q76615429,"Owen Glyn Roberts","school inspector"
Q76615797,"Neil Trevor Jones","school inspector and governor"
Q76616291,"Michael Tibbott","school inspector"
Q76616645,"Meurig Thomas","school inspector"
Q76617289,"Alan Wyndham Walters","school inspector"
Q76617655,"Allan Fear","school inspector"
Q76617795,"Alun Meilyr Rees","school inspector"
Q76617923,"Alyson Roberts","school inspector"
Q76618078,"Andrew Clark","school inspector"
Q76618332,"Anna Dawson","school inspector"
Q76618426,"Anne Newman","school inspector"
Q76618586,"B. W. Medhurst","school inspector"
Q7668222,"T. E. Ellis","Welsh politician and leader of Cymru Fydd"
Q7668315,"T. Ifor Rees","British writer and diplomat"
Q7668365,"T. J. Morgan","Welsh scholar"
Q7674969,"Taffy Williams","Welsh mercenary"
Q7678716,"Tal Selley","Welsh rugby union player"
Q7679434,"Talfryn Evans","Welsh cricketer (1914-1944)"
Q7679435,"Talfryn Thomas","British actor (1922-1982)"
Q7679452,"John Jones","Welsh poet and architect"
Q7679504,"Taliesin Williams",poet
Q7692926,"Tecwyn Roberts","American spaceflight engineer"
Q7693615,"Ted Pooley","Cricket player of England. (1842-1907)"
Q7693850,"Ted Ward","Welsh rugby union footballer, and rugby league footballer and coach"
Q7701873,"Terence Cook","Welsh rugby union and rugby league footballer"
Q7703511,"Terrence Robbins","Welsh rugby union and rugby league footballer"
Q7704519,"Terry Higgins","Welsh clerk, barman and DJ; prominent early AIDS death"
Q7704747,"Terry Matthews","Welsh-Canadian business magnate, serial high tech entrepreneur, and Wales' first billionaire"
Q7704824,"Terry Morris","British photographer"
Q770633,"Saint Padarn","6c Welsh bishop and saint"
Q772966,"Anna Williams","Welsh poet and companion of Samuel Johnson"
Q7781507,"Theo Wharton","association football player (born 1994)"
Q7782307,"Theophilus Jones","Welsh lawyer, known as a historian of Brecknockshire"
Q7787281,"Thomas Babington Jones","Welsh cricketer (1851-1890)"
Q7787897,"Thomas Brigstocke","British artist (1809-1881)"
Q7788335,"Thomas Charles","Welsh Nonconformist clergyman"
Q7788342,"Thomas Charles Edwards","Welsh minister, writer and academic"
Q7788707,"Thomas Crofts","Welsh explorer"
Q7789396,"Thomas Evans","Welsh American soldier in the Union Army, recipient of the Medal of Honor"
Q7790214,"Thomas Griffiths","British politician (1867-1955)"
Q7790335,"Thomas Haffield","British swimmer, Olympic athlete"
Q7791373,"Thomas Jones","British civil servant and educationalist (1870-1955)"
Q7791381,"Thomas Jones","Welsh librarian (1810-75)"
Q7791382,"Thomas Jones","Welsh Christian missionary to India and Bangladesh"
Q7791384,"Thomas Jones","Welsh rugby player, born 1895"
Q7791891,"Thomas Lloyd","Lieutenant-governor of provincial Pennsylvania and Quaker preacher"
Q7792509,"Thomas Monaghan","Recipient of the Victoria Cross"
Q7792960,"Thomas Paddison","Welsh rugby league footballer"
Q7793099,"Thomas Penson","Welsh architect and engineer"
Q7793755,"Thomas Salisbury","Welsh aristocrat"
Q7794427,"Thomas Thomas","Welsh boxer"
Q7795183,"Thomas Williams","British Christadelphian, born 1847"
Q7795190,"Thomas Williams","British cricketer, born 1884"
Q7795299,"Thomas Woods","Welsh rugby union and rugby league footballer"
Q7795526,"Thomas of Monmouth","Welsh writer"
Q7800585,"Tich Gwilym","British musician"
Q7804257,"Tim Selwood","Welsh cricketer"
Q780432,"John Bach","New Zealand actor"
Q7807185,"Timothy Everest","Welsh fashion designer"
Q7807530,"Timothy Stamps","Zimbabwean politician"
Q7808784,"Tip Williams","Welsh cricketer (1900-1974)"
Q7811780,"Toby Charles","American football commentator"
Q7815265,"Tom Cheeseman","Welsh rugby union player"
Q7815366,"Tom Collings","Anglican bishop"
Q7815371,"Tom Collins","Welsh rugby union and rugby league footballer"
Q7815481,"Tom Cullen","British actor"
Q7815982,"Tom Grabham","Welsh rugby union player"
Q7816039,"Tom Habberfield","rugby player"
Q7816300,"Tom Isaacs","Welsh rugby union player"
Q7816308,"Tom Jackson","Welsh rugby union player"
Q7816351,"Tom Johnson","Welsh rugby union player, born 1893"
Q7816749,"Tom Maynard","Welsh cricketer (1989-2012)"
Q7817387,"Tom Riley","Welsh rugby union player"
Q7817785,"Tom Taylor","Welsh cricketer (1911-1970)"
Q7817808,"Tom Thomas","Welsh rugby league footballer"
Q7818042,"Tom Whittaker","Mountain climber"
Q7818044,"Tom Whittington","cricketer (1881-1944)"
Q7818067,"Tom Williams","Welsh rugby union player"
Q7819339,"Tommy Davies","Middleweight boxer"
Q7819500,"Tommy Harris","Welsh rugby union footballer, and rugby league footballer and coach"
Q7819747,"Tommy Nutter","British fashion designer"
Q7819800,"Tommy Rees","Welsh rugby union footballer, and rugby league footballer, referee and administrator"
Q7819839,"Tommy Scourfield","Welsh rugby union and rugby league footballer"
Q7821745,"Tony Adams","Welsh actor"
Q7822067,"Tony Clark","British darts player"
Q7822155,"Tony Curtis","Poet, editor, academic"
Q7823414,"Tony Simmons","British long-distance runner"
Q7823432,"Tony Skuse","British darts player"
Q7831207,"Tracey Corderoy","Children's Author"
Q7836739,"Hannah Mills","British yacht racer"
Q7837812,"Trefor Jenkins","human geneticist from South Africa"
Q7838982,"Trevil Morgan","Welsh cricketer (1907-1976)"
Q7839033,"Trevor Arnott","Welsh cricketer (1902-1975)"
Q7839139,"Trevor Every","Welsh cricketer (1909-1990)"
Q7839152,"Trevor Foster","Welsh rugby union footballer, and rugby league footballer, coach and administrator"
Q7839165,"Trevor Gardner","American government official"
Q7839282,"Trevor Llewellyn","British boxer"
Q7839287,"Trevor Lloyd","Welsh rugby union footballer and coach"
Q7839382,"Trevor Preece","Welsh cricketer (1882-1965)"
Q7839460,"Trevor Thomas","Welsh rugby union and rugby league footballer"
Q7843996,"Trish Law","British politician"
Q7861628,"Tyrone O'Sullivan","British trade unionist"
Q7861631,"Tyrone Powell","New Zealand cricketer"
Q78697114,"Christopher McGuigan","British pharmaceutical chemist and drug designer"
Q7909090,"Val Feld","British politician (1947-2001)"
Q7922142,"Vernon Hill","Welsh cricketer (1871-1932)"
Q7922194,"Vernon Morris","Welsh cricketer (1894-1973)"
Q7927089,"Victoria Thornley","British rower"
Q7931909,"Vincent Lloyd-Jones","British judge"
Q7937419,"Viv Huzzey","Welsh rugby union and rugby league footballer"
Q7937718,"Vivian Harrison","Welsh rugby union and rugby league footballer"
Q7945802,"William Llewelyn Williams","Welsh journalist, lawyer and politician"
Q7955445,"WR Parry","Welsh cricket umpire (1890-1955)"
Q7964728,"Walter E. Rees","Welsh rugby union official"
Q7965162,"Walter Horatio Wilson","Australian politician (1839-1902)"
Q7966361,"Walter W. Thomas","British architect"
Q7972932,"Wat Jones","Welsh cricketer (1917-1994)"
Q7976022,"Wayne Atwood","British darts player"
Q7976043,"Wayne Bickerton","British musician"
Q7976202,"Wayne Edwards","Welsh serviceman; the first British serviceman killed in Bosnia-Herzegovina"
Q7976218,"Wayne Evans","Welsh rugby union player"
Q7976416,"Wayne Law",cricketer
Q7976425,"Wayne Lock","Retired professional darts player"
Q7976757,"Wayne Warren","Welsh darts player"
Q7990708,"Wharton Davies","Welsh rugby union and rugby league footballer"
Q7998393,"Wickham Powell","Welsh rugby union and rugby league footballer"
Q8001663,"Wilf Hughes","Welsh cricketer (1910-1984)"
Q8001810,"Wilfred Hodder","Welsh rugby union footballer, and rugby league footballer and administrator"
Q8002411,"William Owen Roberts","Welsh writer"
Q8002713,"Will Bragg","Welsh cricketer"
Q8002851,"Will Harries","Welsh rugby union player"
Q8003002,"Will Owen","Welsh cricketer"
Q8003009,"Will Parker","Welsh rugby union player"
Q8003012,"Will Paynter","British trade unionist"
Q8003042,"Will Roberts","British artist (1907-2000)"
Q8003141,"Will Taylor","Welsh rugby union player"
Q8004161,"William Addams Williams","Welsh politician"
Q8004673,"William Aubrey","Welsh jurist, politician and Regius Professor of Civil Law at the University of Oxford (1529–1595)"
Q8005020,"William Banks","Welsh rugby union and rugby league footballer"
Q8005289,"William Beck","Welsh born actor"
Q8005843,"William Bradshaw","British bishop"
Q8006723,"William Charles Fuller","Recipient of the Victoria Cross"
Q8007318,"William Cross","Scottish rugby union player"
Q8007618,"William David Phillips","Welsh rugby union player"
Q8007633,"William Davies","Welsh Liberal politician, born 1821"
Q8007641,"William Davies","Welsh rugby union and rugby league footballer"
Q8008690,"William Evans","British cardiologist, born 1895"
Q8008698,"William Evans","Welsh rugby union player, born 1883"
Q8009059,"William Finney","Welsh cricketer (1866-1927)"
Q8009291,"William Frame","Welsh architect"
Q8009876,"William Gilbert Rees","founder of Queenstown, New Zealand (1827-1898)"
Q8010078,"William Graham","Welsh politician"
Q8010926,"William Harris","Welsh priest and academic"
Q8012259,"William Herbert Waring","Recipient of the Victoria Cross"
Q8012504,"William Hopper","Welsh rugby league footballer"
Q8012598,"William Howell","Welsh rugby union player"
Q8013054,"Gerry Humphreys","Sound engineer"
Q8013423,"William James","Welsh rugby union and rugby league footballer"
Q8013623,"William John Gruffydd","British politician (1881-1954)"
Q8013687,"William Johnson","Welsh rugby union and rugby league footballer"
Q8013720,"William Jones","Welsh evangelical clergyman"
Q8013725,"William Jones","British politician"
Q8013729,"William Jones","Welsh antiquary, poet, scholar and radical"
Q8013731,"William Jones","Principal of Jesus College, Oxford from 1720 to 1725"
Q8014533,"William Lewis, 1st Baron Merthyr","British baron"
Q8014626,"William Llewellyn Morgan","Welsh rugby union player"
Q8015535,"William Meggitt","Welsh flying ace"
Q8015629,"William Milbourne James","Welsh judge"
Q8015715,"William Molloy, Baron Molloy","British politician (1918-2001)"
Q8015809,"William Morgan","Welsh physician, physicist and statistician"
Q8016190,"William Norton","Welsh rugby union player"
Q8016424,"William Owen Pughe","Welsh lexicographer"
Q8017032,"William Rhys Powell","Welsh barrister and Conservative politician (born 1948)"
Q8017083,"William Price","Welsh physician, born 1800"
Q8017448,"William Rees Morgan Davies","British politician (1863-1939)"
Q8017521,"William Richard Arnold","Welsh rugby union international"
Q8017538,"William Richards","Welsh Baptist minister"
Q8017810,"William Rowland","Welsh cricketer (1904-1942)"
Q8019049,"William T. Davies","American politician"
Q8019294,"William Thomas","Welsh rugby league footballer"
Q8019295,"William Thomas","Welsh rugby union and rugby league footballer (1907-72)"
Q8020385,"William Williams","Welsh businessman and politician, born 1840"
Q8020386,"William Williams","Welsh recipient of the Victoria Cross, born 1890"
Q8020392,"William Williams","Welsh missionary, born 1859"
Q8020395,"William Williams","Welsh rugby union and rugby league footballer (1925-?)"
Q8020402,"William Williams","metallurgical engineer, born 1927"
Q8020624,"William Wynn-Williams","lawyer and MP"
Q8020631,"William Wynter","Welsh admiral under Queen Elizabeth I of England"
Q8021889,"Willie Whitehill","Welsh cricketer"
Q8026122,"Winston Roddick","police commissioner"
